09:48 28/04/2023,,,,,,,,,למשח 'עמ :9 קרפ,,,,,,,
,,,30,,,,,,,,רבחמ/קלד רוניצ הבכרהו קוריפ,91-55,,,,
,,,450,,,,,,,,"הובג ץחל קלד תבאשמ ןונווכ/הקידב הבכרהו קוריפ ללוכ ,יפיצפס הדובע ילכב שומיש ללוכ",91-56,,,,
,,,180,,,,,,,,הובג ץחל קלד תבאשמ הבכרהו קוריפ,91-57,,,,
,,,30,,,,,,,,הובג ץחל קלד רוניצ הבכרהו קוריפ,91-58,,,,
,,,30,,,,,,,,יוביכל ידיאונלוס םותסש הבכרהו קוריפ,91-59,,,,
,,,30,,,,,,,,תינדי הבאשמ הבכרהו קוריפ,91-60,,,,
,,,30,,,,,,,,קלד קרזמ הבכרהו קוריפ,91-61,,,,
,,,120,,,,,,,,וברוט שדגמ הבכרהו קוריפ,91-62,,,,
,,,150,,,,,,,,הקרזהו התצה ןומזת ןונווכ,91-63,,,,
,,,30,,,,,,,,קרס יבוביס ןונווכ,91-64,,,,
,,,60,,,,,,,,"קלד תקרזה תרקב ,תפתושמ הליסמ רוניצ הבכרהו קוריפ",91-65,,,,
,,,24,,,,,,,,ןיזנב עונמל תפתושמ הליסמ ץחל תסוו הבכרהו קוריפ,91-66,,,,
,,,60,,,,,,,,EGR םותסש הבכרה/קוריפ/ןונווכ/יוקינ,91-67,,,,
,,,60,,,,,,,,SCR תכרעמ רקב הבכרהו קוריפ,91-68,,,,
,,,30,,,,,,,,SCR תכרעמ האירוא קרזמ הבכרהו קוריפ,91-69,,,,
,,,30,,,,,,,,SCR תכרעמ ןשייח הבכרהו קוריפ,91-70,,,,
,,,60,,,,,,,,SCR תכרעמ האירוא רוניצ הבכרהו קוריפ,91-71,,,,
,,,60,,,,,,,,הטילפ םלב םותסש ללכמ הבכרהו קוריפ,91-72,,,,
,,,30,,,,,,,,האירוא םומיח רוניצ הבכרהו קוריפ,91-73,,,,
,,,240,,,,,,,,הטילפ יזג רוהיט תכרעמ דבעמ הבכרהו קוריפ,91-74,,,,
,,,60,,,,,,,,עונמ תרקב תדיחי הבכרהו קוריפ,91-75,,,,
,,,30,,,,,,,,עונמ ינשייח יגוס לכ הבכרהו קוריפ 'וכו NOX/םיזיז לג/הבוכרא לג ינשייח,91-76,,,,
,,,168,,,,,,,,יטילטק ריממ הבכרהו קוריפ,91-77,,,,
,,,90,,,,,,,,(קרס עונמ ללוכ) תרעצמה ףוג/תיב הבכרהו קוריפ,91-78,,,,
,,,30,,,,,,,,עונמ תלקת דוק סופיא/האירק הקיטסונגאיד ילכב שומיש,91-79,,,,
,,,48,,,,,,,,EFI ןיזנב עונמב קלד וק תלקת לוטיב קלד ץחל תקידב ללוכ,91-80,,,,
,,,60,,,,,,,,קלד תכרעמב הלקת לוטיב,91-81,,,,
,,,60,,,,,,,,רוטנרטלא הבכרהו קוריפ הבכרהו קוריפ ללוכ,91-82,,,,
,,,120,,,,,,,,רוטנרטלא ןוקית/הקידב םיבסימ /תודויד רשג/םימחפ הבכרהו קוריפ ללוכ,91-83,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,242 .סמ דומע,,,,ןוגרד ןדלוג 91 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,90,,,,,,,,רוטנרטלא תבשות הבכרהו קוריפ,91-84,,,,
,,,90,,,,,,,,ענתמ הבכרהו קוריפ,91-85,,,,
,,,60,,,,,,,,ענתמ דמצמ הבכרהו קוריפ,91-86,,,,
,,,30,,,,,,,,יטנגמ גתמ הבכרהו קוריפ,91-87,,,,
,,,60,,,,,,,,רוטנרטלאה תסוו הבכרהו קוריפ,91-88,,,,
,,,36,,,,,,,,התצה תצמ הבכרהו קוריפ,91-89,,,,
,,,18,,,,,,,,(לבכ) ץיאמ תשווד ןונגנמ הבכרהו קוריפ,91-90,,,,
,,,18,,,,,,,,תינורטקלא ץיאמ תשווד הבכרהו קוריפ,91-91,,,,
,,,180,,,,,,,,(ריווא תבאשמ) ריווא סחדמ הבכרהו קוריפ,91-92,,,,
,,,18,,,,,,,,ריוואה סחדמ רבחמ הבכרהו קוריפ,91-93,,,,
,,,30,,,,,,,,ריווא תפעס הסכמ הבכרהו קוריפ הבכרהו קוריפ ללוכ אל,91-94,,,,
,,,90,,,,,,,,םטא/ןומזת ילגלג הסכמ הבכרהו קוריפ,91-95,,,,
,,,90,,,,,,,,הפונתה לגלג תיב הבכרהו קוריפ,91-96,,,,
,,,30,,,,,,,,רוטנרטלאה תלגלג הבכרהו קוריפ,91-97,,,,
,,,30,,,,,,,,NH3 ןשייח הבכרהו קוריפ,91-98,,,,
,,,30,,,,,,,,NOX ןשייח הבכרהו קוריפ,91-99,,,,
,,,30,,,,,,,,העוצר חתומ הבכרהו קוריפ,91-100,,,,
,,,30,,,,,,,,ענתמה רסממ הבכרהו קוריפ,91-101,,,,
,,,60,,,,,,,,הנכוב רוריקל ןמש ףלזמ/(םידדצ ינש) לטלט יבסימ הבכרהו קוריפ,91-102,,,,
,,,30,,,,,,,,הטילפ תפעס/וברוט שדגמ םטא הבכרהו קוריפ,91-103,,,,
,,,18,,,,,,,,ריווא תקיני רוניצ הבכרהו קוריפ,91-104,,,,
,,,168,,,,,,,,עונמה ררוואמ לש תיתיווז הבית הבכרהו קוריפ,91-105,,,,
,,,300,,,,,,,,ילוארדיה עונמ הבכרהו קוריפ םיבבוסה םירזיבאה לש הבכרהו קוריפ ללוכ,91-106,,,,
,,,120,,,,,,,,תילוארדיה הבאשמ הבכרהו קוריפ,91-107,,,,
,,,30,,,,,,,,רבחמ עניה לג הבכרהו קוריפ,91-108,,,,
,,,120,,,,,,,,"האירוא קרזמ הבכרהו קוריפ 0.5 ינורע סובוטוא , FPT עונמ ,02/2015 רוציי תנש ,ןשי ינוריע סובוטוא",91-109,,,,
,,,30,,,,,,,,וברוט ץחל ןשייח הבכרהו קוריפ FPT עונמ,91-110,,,,
,,,60,,,,,,,,האירוא תבאשמ לודומ הבכרהו קוריפ,91-111,,,,
,,,30,,,,,,,,(םיינוריע ןיב םיסובוטוא) האירוא סלפמ ןווחמ הבכרהו קוריפ,91-112,,,,
,,,60,,,,,,,,(םיינוריע םיסובוטוא) האירוא סלפמ ןווחמ הבכרהו קוריפ,91-113,,,,
,,,60,,,,,,,,קלד ץחל ןשייח הבכרהו קוריפ,91-114,,,,
,,,30,,,,,,,,"הטילפ יזג ,הסינכ תרוטרפמט ןשייח הבכרהו קוריפ",91-115,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,243 .סמ דומע,,,,ןוגרד ןדלוג 91 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,60,,,,,,,,סחדמ רוניצ הבכרהו קוריפ,91-116,,,,
,,,90,,,,,,,,ילוארדיה ןמש ןנצמ תבכרהו קוריפ,91-117,,,,
,,,30,,,,,,,,רוניצ תבשות/קבח ןוקית/הנקתהו קוריפ,91-118,,,,
,,,30,,,,,,,,םינוש תכתמ/ימוג תורוניצ ןוקית/הנקתהו קוריפ,91-119,,,,
,,,6,,,,,,,,(םיפדוע) ןמש לכימ הברכהו קוריפ,91-120,,,,
,,,30,,,,,,,,קלד תבאשמ םותסש הבכרהו קוריפ,91-121,,,,
,,,60,,,,,,,,(סירת) עונמ םלב הבכרהו קוריפ,91-122,,,,
,,,120,,,,,,,,(דדוב) קלד קרזמ הבכרו קוריפ םימותסש חוורמ ןווכ /קודב,91-123,,,,
,,,6,,,,,,,,(ףסונ קרזמ לכל) קלד קרזמ הבכרהו קוריפ םימותסש חוורמ ןווכ /קודב,91-124,,,,
,,,180,,,,,,,,(אלמ טס) קלד יססרמ הבכרהו קוריפ םימותסש חוורמ ןווכ /קודב,91-125,,,,
,,,60,,,,,,,,האירוא לכימ הבכרהו קוריפ,91-126,,,,
,,,30,,,,,,,,קלד לכימ הסכמ הבכרהו קוריפ,91-127,,,,
,,,30,,,,,,,,ילזונ יעבט זגו סוחד יעבט זג תומר רוטינ הבכרהו קוריפ,91-128,,,,
,,,90,,,,,,,,סוחד ילזונו יעבט זג יולימ תייפ הבכרהו קוריפ,91-129,,,,
,,,30,,,,,,,,"ינושאר ןנסמ ,ינוויכ דח םותסש ,הנגה/הקירפ םותסש ,זג תכרעמ הבכרהו קוריפ .ישאר ןנסמו",91-130,,,,
,,,18,,,,,,,,זג תפילדל הארתה תכרעמ הבכרהו קוריפ,91-131,,,,
,,,60,,,,,,,,זג רוניצ הבכרהו קוריפ,91-132,,,,
,,,60,,,,,,,,רבחמ/זג רוניצ הבכרה/קוריפ/הקידב,91-133,,,,
,,,120,,,,,,,,CNG זג לכימ הבכרהו קוריפ,91-134,,,,
,,,120,,,,,,,,LNG לכימ הבכרהו קוריפ יטנוולר אל,91-135,,,,
,,,60,,,,,,,,LNG דייאמ לש הריגא לכימ ללכממ הבכרהו קוריפ,91-136,,,,
,,,30,,,,,,,,"םימותסשו ינדי קותינ םותסש ,ןוכסיח םותסש ,LNG תוחיטב םותסש הבכרהו קוריפ םירחא",91-137,,,,
,,,90,,,,,,,,"דמצמ קסיד ,ץחל תטלפ הבכרהו קוריפ",91-138,,,,
,,,30,,,,,,,,בסימ / תשוחנ לוורש /םילילג בסימ/גלזמ ריצ לג/דמצמ ריצ גלזמ הבכרהו קוריפ ליבומ,91-139,,,,
,,,30,,,,,,,,זוריג רוניצ / תבשות/ דמצמה רורחש בסימ הבכרהו קוריפ,91-140,,,,
,,,60,,,,,,,,רבגמ לש ריווא רוניצ / דמצמה לש ילוארדיה רוניצ הבכרהו קוריפ ריווא רורחש ללוכ,91-141,,,,
,,,60,,,,,,,,דמצמה לש ינשמ רדניליצ הבכרהו קוריפ,91-142,,,,
,,,60,,,,,,,,דמצמה לש ינשמה רדניליצה ספת הבכרהו קוריפ ינשמ רדניליצ הבכרהו קוריפ ללוכ,91-143,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,244 .סמ דומע,,,,ןוגרד ןדלוג 91 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,60,,,,,,,,דמצמה לש ישאר רדניליצ הבכרהו קוריפ,91-144,,,,
,,,30,,,,,,,,דמצמה לש העונתה שפוח ןונווכ ינשמ/ישאר רדניליצ,91-145,,,,
,,,30,,,,,,,,דמצמה לש ןמשה לכימ הבכרהו קוריפ,91-146,,,,
,,,720,,,,,,,,"(טאמ אלל) תינדי ל""הת ללכמ הבכרהו קוריפ יטנוולר אל",91-147,,,,
,,,18,,,,,,,,"ל""הת לע םיגתמהו םינשייחה יגוס לכ הבכרהו קוריפ",91-148,,,,
,,,840,,,,,,,,"(טאמ אלל) תינדי ל""הת ללכמ הבכרהו קוריפ",91-149,,,,
,,,240,,,,,,,,"(טאמ םע) תיטמוטוא ל""הת ללכמ הבכרהו קוריפ רוריק לזונ תרנצו ןמש תכרעמ ,למשח תכרעמ/עניה לג הבכרהו קוריפ ללוכ",91-150,,,,
,,,300,,,,,,,,"ל""הת תיב הבכרהו קוריפ ל""הת הבכרהו קוריפ ללוכ אל",91-151,,,,
,,,120,,,,,,,,"ל""הת ןוילע הסכמ הבכרהו קוריפ גלזמ יוסיכ וא",91-152,,,,
,,,120,,,,,,,,"(טאמ אלל) ל""הת ירוחא הסכמ הבכרהו קוריפ",91-153,,,,
,,,90,,,,,,,,"גלזמה ריצ לגו ל""הת ריצ גלזמ הבכרהו קוריפ תבלושמ הליענ/תימצע הליענ ןונגנמ/ןוילע ל""הת הסכמ הבכרהו קוריפ ללוכ",91-154,,,,
,,,60,,,,,,,,"לגה בסימו ל""הת תסינכ לג הבכרהו קוריפ בסימה לש ימדק הסכמ/דמצמה תיב הבכרהו קוריפ ללוכ",91-155,,,,
,,,360,,,,,,,,"םיבסימ/םיטחמ יבסימ/םייניש לגלג/ןורכניס תדיחי/ל""הת תאיצי ילג הבכרהו קוריפ םיירוחא לג ללכמ הבכרהו קוריפ .הסינכ לג /ירוחא הסכמ/ןוילע ל""הת הסכמ /דמצמה תיב הבכרהו קוריפ ללוכ האיצי",91-156,,,,
,,,420,,,,,,,,"ל""הת לש ידגנה לגה הבכרהו קוריפ לג / הסינכ לג /ירוחאו ימדק בסימ יתב הסכמ/ןוילע ל""הת הסכמ/ דמצמה תיב הבכרהו קוריפ ללוכ ירוחא בסימ ללכמ/ירוחא ךוליה/ האיצי",91-157,,,,
,,,90,,,,,,,,"בסימו לג ,ירוחא ךוליה הבכרהו קוריפ",91-158,,,,
,,,30,,,,,,,,"ל""התל ירוחאו ימדק ןמש ריזחמ הבכרהו קוריפ רזיבא הבכרהו קוריפ ללוכ אל",91-159,,,,
,,,60,,,,,,,,"ל""הת הרקב תדיחי לש הפלחה/הקידב",91-160,,,,
,,,180,,,,,,,,םיכוליה לבכ/ריצ הבכרהו קוריפ יטנוולר אל,91-161,,,,
,,,30,,,,,,,,םילגלג תוסנכתה ןונווכ,91-162,,,,
,,,120,,,,,,,,I תרוק הבכרהו קוריפ םירחא םירזיבאו ןרס די /רושיק טומ/םלב ףות/לגלג הבכרהו קוריפ ללוכ,91-163,,,,
,,,300,,,,,,,,ימדקה ןרסה לולכמ הבכרהו קוריפ העש 1 לש תפסות ריווא הלתמל םירושק םירזיבא הבכרהו קוריפ ללוכ,91-164,,,,
,,,60,,,,,,,,םינרס ינש בכר- םינרס ןונווכ/הפלחה/הקידב,91-165,,,,
,,,90,,,,,,,,םינרס השולש בכר- םינרס ןונווכ/הפלחה/הקידב,91-166,,,,
,,,180,,,,,,,,ץחל בסימ/ישאר דתי/ןרס די הבכרהו קוריפ םירחא םירזיבאו יוגיה טומ/ישאר דתי/לגלג רובט/רפילק/לגלג הבכרהו קוריפ ללוכ,91-167,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,245 .סמ דומע,,,,ןוגרד ןדלוג 91 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,180,,,,,,,,ןמש יריזחמ /ימדקה לגלגה הבאנ לש םיינוציחו םיימינפ םיבסימ הבכרהו קוריפ ןמש ריזחמ/לגלג רובט/םלב ףות/לגלג הבכרהו קוריפ ללוכ,91-168,,,,
,,,120,,,,,,,,ימדק רובט םלב/ףות הבכרהו קוריפ םירחא םירזיבא/לגלג הבכרהו קוריפ ללוכ,91-169,,,,
,,,90,,,,,,,,ירוחא/ימדק םלבל רפילאק/תחלצ הבכרהו קוריפ םלב לענ/םלב רפילק/לגלג הבכרהו קוריפ ללוכ,91-170,,,,
,,,60,,,,,,,,"(ףות) םלבה לדנס הבכרהו קוריפ םלב ףות הבכרהו קוריפ ללוכ אל ,םלב תודיפר רורמס ללוכ",91-171,,,,
,,,180,,,,,,,,ןמש ריזחמ/ירוחאה לגלגה הבאנ םיינוציחו םיימינפ םיבסימ הבכרהו קוריפ הייריצ/לגלג רובט/םלב ףות/לגלג הבכרהו קוריפ ללוכ,91-172,,,,
,,,150,,,,,,,,ימדק םלב רובט/ףות הבכרהו קוריפ םירחא םירזיבא/לגלג הבכרהו קוריפ ללוכ,91-173,,,,
,,,30,,,,,,,,ירוחא םלב לש ינשמ רדניליצ הבכרהו קוריפ 3H ילוארדיה םלב ידימ סובוטוא,91-174,,,,
,,,60,,,,,,,,םלבה תחלצ/ףות הטירח,91-175,,,,
,,,30,,,,,,,,(תודיפר) םלב ילענ שוטיל/הזחשה,91-176,,,,
,,,18,,,,,,,,(יטמואינפ םלב) םלבה ןוויכל עורז הבכרהו קוריפ,91-177,,,,
,,,30,,,,,,,,םלב חוורמ ןונווכ/הקידב,91-178,,,,
,,,60,,,,,,,,לאיצנרפידה אשונל ןמש ריזחמ/'גנאלפ הבכרהו קוריפ 'גנאלפ םוא/עניה לג הבכרהו קוריפ ללוכ,91-179,,,,
,,,60,,,,,,,,ןרסה תיבל לאיצנרפידה אשונ ןיב ןמש תוליזנ ןוקית/הקידב לאיצנרפיד הבכרהו קוריפ ללוכ אל,91-180,,,,
,,,240,,,,,,,,םיבסימ/לאיצנרפיד אשונ תיב /ןויניפ/הנורוק הבכרהו קוריפ לאיצנרפיד הבכרהו קוריפ ללוכ אל,91-181,,,,
,,,60,,,,,,,,ןויניפ/הנורוקל ןומיסו חוורמ ןוויכ לאיצנרפיד הבכרהו קוריפ ללוכ אל,91-182,,,,
,,,480,,,,,,,,לאיצנרפידה תיב/בלצ/דצ ילגלג/תירטאנלפ הדיחי הבכרהו קוריפ ןויניפ/הנורוק/לאיצנרפיד הבכרהו קוריפ ללוכ,91-183,,,,
,,,240,,,,,,,,לאיצנרפידה אשונ ללכמ הבכרהו קוריפ םירחא םירזיבא/הייריצ/עניה לג הבכרהו קוריפ ללוכ,91-184,,,,
,,,30,,,,,,,,ירוחא ןרסל היריצ הבכרהו קוריפ םירושק םירזיבא הבכרהו קוריפ ללוכ,91-185,,,,
,,,18,,,,,,,,(ימינפ) היריצל ןמש ריזחמ הבכרהו קוריפ םירושק םירזיבא הבכרהו קוריפ ללוכ,91-186,,,,
,,,18,,,,,,,,(ינוציח) ןרסה לג לש ןמשה םטא הבכרהו קוריפ םירושק םירזיבא הבכרהו קוריפ ללוכ,91-187,,,,
,,,420,,,,,,,,(םילע ץיפק הלתמ) ירוחאה ןרסה לולכמ הבכרהו קוריפ םירושק םירזיבא הבכרהו קוריפ ללוכ,91-188,,,,
,,,480,,,,,,,,(ריווא ץיפק הלתמ) ירוחאה ןרסה לולכמ הבכרהו קוריפ םירושק םירזיבא הבכרהו קוריפ ללוכ,91-189,,,,
,,,900,,,,,,,,(םילע יציפק הלתמ) ןרסה תיב הבכרהו קוריפ (םילע יציפק) ירוחא ןרס ללכמ הבכרהו קוריפ ללוכ,91-190,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,246 .סמ דומע,,,,ןוגרד ןדלוג 91 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,960,,,,,,,,(ריווא תוירכ הלתמ) ןרסה תיב הבכרהו קוריפ (ריווא יציפק) ירוחא ןרס לולכמ הבכרהו קוריפ ללוכ,91-191,,,,
,,,30,,,,,,,,לגלג הבכרהו קוריפ,91-192,,,,
,,,60,,,,,,,,קושיחו ינוציח/ימינפ גימצ הבכרהו קוריפ לגלג הבכרהו קוריפ ללוכ,91-193,,,,
,,,60,,,,,,,,עניה לג הבכרהו קוריפ,91-194,,,,
,,,60,,,,,,,,עניה לגל 'גנאלפ/בלצ הבכרהו קוריפ עניה לג ללוכ אל,91-195,,,,
,,,30,,,,,,,,ימניד ןוזיאו םיגימצ תקידב תולוקשמ הנקתה ללוכ אל,91-196,,,,
,,,30,,,,,,,,עינמ ןרס תבשות הבכרהו קוריפ,91-197,,,,
,,,30,,,,,,,,לגלג רובט הסכמ הבכרהו קוריפ ןמש יולימ ללוכ,91-198,,,,
,,,30,,,,,,,,דפר יבוע ןשייח הבכרהו קוריפ םירחא / לגלג הבכרהו קוריפ ללוכ,91-199,,,,
,,,90,,,,,,,,חוכ הגה תבאשמ הבכרהו קוריפ,91-200,,,,
,,,150,,,,,,,,הגהה תבית ללכמ הבכרהו קוריפ ילוארדיה לזונ/רוניצ הבכרהו קוריפ ללוכ,91-201,,,,
,,,48,,,,,,,,הגהה לגלג לש רפוצה סיסב הבכרהו קוריפ הגה לגלג הבכרהו קוריפ ללוכ,91-202,,,,
,,,210,,,,,,,,הגהה תבית תבשות הבכרהו קוריפ הגה תבית ללכמ הבכרהו קוריפ ללוכ,91-203,,,,
,,,150,,,,,,,,"הגהה תבית תלקת/ןמש תליזנ ןוקית /הקידב הגה תבית ןוקיתו הבכרה ,קוריפ ללוכ",91-204,,,,
,,,30,,,,,,,,הגהה לגלג רושיי ךרוצל הבכרהו קוריפ,91-205,,,,
,,,30,,,,,,,,הגהה תבית לש שפוח ןוויכ,91-206,,,,
,,,30,,,,,,,,הגה תבאשמ ןמש לכימ הבכרהו קוריפ,91-207,,,,
,,,60,,,,,,,,ףיחד טומ/רשקמ עורז/ןמטיפ עורז הבכרהו קוריפ,91-208,,,,
,,,90,,,,,,,,בלצומ לג / ךמות / הגהה טומ הבכרהו קוריפ,91-209,,,,
,,,30,,,,,,,,הלתמל ןוילע/ןותחת ירודכ קרפמ הבכרהו קוריפ דרפנ הלתמ,91-210,,,,
,,,60,,,,,,,,סוידר טומו ירוחא/ימדק בציימ טומ הבכרהו קוריפ,91-211,,,,
,,,30,,,,,,,,בציימ טומל םיבתות הבכרהו קוריפ בציימ טומ הבכרהו קוריפ ללוכ אל,91-212,,,,
,,,60,,,,,,,,ירודכ קרפמל רשקמ טומ הבכרהו קוריפ םינפוא תוסנכתה ןוויכ ללוכ 'חי/תועש 0.5 ירודכ קרפמ לש הבכרהו קוריפ קר,91-213,,,,
,,,60,,,,,,,,ףיחד טומ ללכמ הבכרהו קוריפ,91-214,,,,
,,,30,,,,,,,,(ףיחד טומ) חופת הבכרהו קוריפ,91-215,,,,
,,,90,,,,,,,,"(יתפצר ,ריווא םלב) ישאר םלב רדניליצ הבכרהו קוריפ",91-216,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,247 .סמ דומע,,,,ןוגרד ןדלוג 91 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,120,,,,,,,,(ילוארדיה םלב) ישאר םלב רדניליצ הבכרהו קוריפ,91-217,,,,
,,,30,,,,,,,,/םילגעמ העברא םותסש/ רסממ םותסש / ריהמ רורחש םותסש הבכרהו קוריפ /ריווא לכימ/ריווא שביימ/די םלב םותסש,91-218,,,,
,,,18,,,,,,,,ריווא לכימ זוקינ םותסש הבכרהו קוריפ,91-219,,,,
,,,18,,,,,,,,ריווא רוניצ / םלב רוניצ הבכרהו קוריפ ריווא תקירפ ללוכ,91-220,,,,
,,,72,,,,,,,,םוקאוו תבאשמ הבכרהו קוריפ גהנ ןחלוש הבכרהו קוריפ ללוכ אל,91-221,,,,
,,,6,,,,,,,,הינח םלב לבכ ללכמ הבכרהו קוריפ,91-222,,,,
,,,30,,,,,,,,הטילפ םלב ידיאונלוס םותסש הבכרהו קוריפ,91-223,,,,
,,,30,,,,,,,,הטילפ םלב םותסש לש הרקב רדניליצ הבכרהו קוריפ,91-224,,,,
,,,30,,,,,,,,ימדק ABS ןשייח הבכרהו קוריפ לבכ ןוקית/הקידב ללוכ,91-225,,,,
,,,30,,,,,,,,ירוחא ABS ןשייח הבכרהו קוריפ תועש 2.7 זא 'וכו לגלג רובט לש הבכרהו קוריפ ללוכ םא,91-226,,,,
,,,30,,,,,,,,(ABS (ECU רקב הבכרהו קוריפ,91-227,,,,
,,,30,,,,,,,,ABS -ה לש יטנגמורטקלא הרקב םותסש הבכרהו קוריפ לבכ ןוקית/הקידב ללוכ,91-228,,,,
,,,6,,,,,,,,םלב (דמצמ) תשווד ןונגנמ הבכרהו קוריפ גהנ ןחלוש הבכרהו קוריפ ללוכ אל,91-229,,,,
,,,30,,,,,,,,םימלב לזונ לכימ הבכרהו קוריפ,91-230,,,,
,,,30,,,,,,,,ריווא ץחל ינשייח יגוס לכ הבכרהו קוריפ,91-231,,,,
,,,90,,,,,,,,ןרסה רוטלודומ הבכרהו קוריפ,91-232,,,,
,,,18,,,,,,,,"ABS -ה ל""הת תעבט הבכרהו קוריפ תועש 2.8 זא 'וכו לגלג רובט לש הבכרהו קוריפ ללוכ םא",91-233,,,,
,,,90,,,,,,,,תימדק ABS תעבט הבכרהו קוריפ,91-234,,,,
,,,60,,,,,,,,ילנויצרופורפ םותסש הבכרהו קוריפ ימדק EBS רוטלודומ,91-235,,,,
,,,300,,,,,,,,ילמשח טאמ ללכמ הבכרהו קוריפ יטנוולר אל,91-236,,,,
,,,360,,,,,,,,ילוארדיה טאמ ללכמ הבכרהו קוריפ עניה לג הבכרהו קוריפ ללוכ,91-237,,,,
,,,90,,,,,,,,ילמשח טאמ תכרעמב הלקת ןוקית/הקידב,91-238,,,,
,,,60,,,,,,,,דאיימ שפוח ןוויכ יטנוולר אל,91-239,,,,
,,,120,,,,,,,,רוטטסה לילס הבכרהו קוריפ,91-240,,,,
,,,30,,,,,,,,טאמל הרקב רסממ הבכרהו קוריפ,91-241,,,,
,,,30,,,,,,,,(ECU) טאמל הרקב תדיחי הבכרהו קוריפ הקידב ללוכ אל,91-242,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,248 .סמ דומע,,,,ןוגרד ןדלוג 91 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,30,,,,,,,,הרקב תידי הבכרהו קוריפ,91-243,,,,
,,,30,,,,,,,,הלעפה תשווד ץחל ןשייח הבכרהו קוריפ,91-244,,,,
,,,180,,,,,,,,(ימדק) םילע יציפק ללכמ הבכרהו קוריפ םיעוזעז םלוב/םילע ץיפק ןיפ/U גרוב הבכרהו קוריפ ללוכ,91-245,,,,
